ExerciseName,Link
"2.1 Toe Walking, Heel Toe Walk + Load","https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/2.0 Progress Tissue Tolerance/2.1 Toe Walking, Heel Toe Walk + Load.mp4"
2.10 Low Step Strike,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/2.0 Progress Tissue Tolerance/2.10 Low Step Strike.mp4
2.9 Tall to Short,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/2.0 Progress Tissue Tolerance/2.9 Tall to Short.mp4
3.10 Switches Single,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/3.0 Functional - Reactives - Prep to Run/3.10 Switches Single.mp4
3.10. Switches Single,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/3.0 Functional - Reactives - Prep to Run/3.10. Switches Single.mp4
3.3 Pogos,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/3.0 Functional - Reactives - Prep to Run/3.3 Pogos.mp4
3.4 Low Step Reactives,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/3.0 Functional - Reactives - Prep to Run/3.4 Low Step Reactives.mp4
3.5 Low Step Skaters,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/3.0 Functional - Reactives - Prep to Run/3.5 Low Step Skaters.mp4
3.6 Soleus Raise SL,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/3.0 Functional - Reactives - Prep to Run/3.6 Soleus Raise SL.mp4
3.9 Altitude Landings,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Calf/6. Rehab Videos/1. Calf Rehabiliation Protocol Videos/3.0 Functional - Reactives - Prep to Run/3.9 Altitude Landings.mp4
Crossing injury - Ahmad Read Elmulla Al Khor 4C indirect 2C direct,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/Crossing injury - Ahmad Read Elmulla Al Khor 4C indirect 2C direct.MP4
DeMarcus Cousins Quad Injury - Game 2 _ Clippers vs Warriors _ 2019 NBA Playoffs (1),https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/DeMarcus Cousins Quad Injury - Game 2 _ Clippers vs Warriors _ 2019 NBA Playoffs (1).mp4
Golo P. Dybala_ Roma (2)-1 Lecce - Serie A_ SPORT TV,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/Golo P. Dybala_ Roma (2)-1 Lecce - Serie A_ SPORT TV.mp4
Moment Paul Pogba picks up a thigh injury while kicking a ball in training with France squad,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/Moment Paul Pogba picks up a thigh injury while kicking a ball in training with France squad.mp4
jsm_2023_02_12_lempainen_1_sdc2,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/jsm_2023_02_12_lempainen_1_sdc2.mp4
NRL Rec Fem Kicking injury,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/NRL Rec Fem Kicking injury.mov
Pedri injury poor quality,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/Pedri injury poor quality.mov
NFL Punt Injury,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/NFL Punt Injury.mov
Julio Cesar - Rec Fem 2016 - Sprinting,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/Julio Cesar - Rec Fem 2016 - Sprinting.mp4
Pogba rec fem re-injury,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/Pogba rec fem re-injury.mp4
QATAR FOOTBALL SHOOTING HAMSTRING INJURY,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Injuries/QATAR FOOTBALL SHOOTING HAMSTRING INJURY.mp4
90 90 Hip Flexion Break Test HHD,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Rectus Femoris Clinical Testing/90 90 Hip Flexion Break Test HHD.mov
Belt Hip Flexion Iso Side-View,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Rectus Femoris Clinical Testing/Belt Hip Flexion Iso Side-View.MOV
Belt Hip Flexion Iso,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Rectus Femoris Clinical Testing/Belt Hip Flexion Iso.MOV
Knee Extension Iso 40 60 front,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Rectus Femoris Clinical Testing/Knee Extension Iso 40 60 front .MOV
Prone Range Testing Rec Fem Foam Roller,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Rectus Femoris Clinical Testing/Prone Range Testing Rec Fem Foam Roller.mov
Knee Extension Iso 40 60,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Rectus Femoris Clinical Testing/Knee Extension Iso 40 60.MOV
SLR Break Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Rectus Femoris Clinical Testing/SLR Break Test.mov
Golfer Oblique Rotations,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Golfer Oblique Rotations.MOV
Thomas Test,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Assessments/Rectus Femoris/Rectus Femoris Clinical Testing/Thomas Test.MOV
Half Kneel Hip ER Side-on,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Half Kneel Hip ER Side-on.MOV
Half kneel hip ER,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Half kneel hip ER.MOV
Hip Hitch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Hip Hitch .MOV
Hip Lock hold Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Hip Lock hold Banded.MOV
Mini Oblique Crunch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Mini Oblique Crunch.MOV
Hip Lock Switch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Hip Lock Switch.MOV
Squat Iso Band Rotation,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Squat Iso Band Rotation.MOV
Supine Inner range hip flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Motor Control/Supine Inner range hip flexion.mov
Knee extension Iso,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Early Loading.other Rec Fem/Knee extension Iso.mp4
Relaxed Lengthening  Prone active knee flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Early Loading.other Rec Fem/Relaxed Lengthening  Prone active knee flexion .MOV
Relaxed lengthening  Prone Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Early Loading.other Rec Fem/Relaxed lengthening  Prone Banded.MOV
SLR Iso EMG,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Early Loading.other Rec Fem/SLR Iso EMG.MOV
Seated Inner range Hip Flexion EMG,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Early Loading.other Rec Fem/Seated Inner range Hip Flexion EMG.MOV
SLR Iso Inner Range  EMG 2,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Early Loading.other Rec Fem/SLR Iso Inner Range  EMG 2.MOV
SLR ISO Inner range  EMG,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Early Loading.other Rec Fem/SLR ISO Inner range  EMG .MOV
Drop Jump Double Leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Reactive Strength - Rec Fem/Drop Jump Double Leg.mov
Drop Jump Single Leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Reactive Strength - Rec Fem/Drop Jump Single Leg.MOV
Keiser Kick (Front),https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Reactive Strength - Rec Fem/Keiser Kick (Front).mov
Keiser Kick,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Reactive Strength - Rec Fem/Keiser Kick.MOV
Leg Swings,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Reactive Strength - Rec Fem/Leg Swings.MOV
Pogos Double Leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Reactive Strength - Rec Fem/Pogos Double Leg.MOV
Pogos Single Leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Reactive Strength - Rec Fem/Pogos Single Leg.MOV
Pogos Single Leg Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Reactive Strength - Rec Fem/Pogos Single Leg Banded.MOV
Indoor short pass with lateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Kicking Sport Specific/Indoor short pass with lateral .MOV
Short Pass indoor,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Kicking Sport Specific/Short Pass indoor.MOV
Hip Flexion Knee Flexed Rec Fem Strength Stream,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Compilations/Hip Flexion Knee Flexed Rec Fem Strength Stream.mp4
Hip Flexion Knee Extended Rec Fem Strength Stream,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Compilations/Hip Flexion Knee Extended Rec Fem Strength Stream.mp4
Rec Fem Explosiveness,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Compilations/Rec Fem Explosiveness.mp4
Rec Fem Clinical Testing,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Compilations/Rec Fem Clinical Testing.mp4
Assault Bike (Air Dyno),https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Fitness/Assault Bike (Air Dyno).MOV
Ski Erg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Fitness/Ski Erg.MOV
Watt Bike,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Fitness/Watt Bike.MOV
Cable Hip Flexion - Bent Knee,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Strength - Rec Fem/Cable Hip Flexion - Bent Knee.MOV
Cable Hip Flexion - Straight Knee,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Strength - Rec Fem/Cable Hip Flexion - Straight Knee.MOV
Cable Knee extension (Split Squat),https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Lower Body/Rectus Femoris/Rec Fem Videos/Rec Fem Videos 2/Strength - Rec Fem/Cable Knee extension (Split Squat).MOV
